file,"hgnc hits","on wp_all","on wp_hs","new wp_hs only","new wp_all","new hits only to wp_hs","new hits to wp_all"
PMC2938097__zjw0071036280004.jpg.txt,10,5,0,5,5,MN|Z|Y|L|MU,U|R|XM|ANA|CA
PMC2938097__zjw0071036280006.jpg.txt,2,2,0,2,0,WR|MU,
PMC2938100__zjw0071036350004.jpg.txt,2,1,0,1,1,Y,J
PMC2938460__PPAR2010-417646.001.jpg.txt,4,4,2,2,0,Z|L,
PMC2938833__fig-2.jpg.txt,3,2,1,1,1,S,NG
PMC2939368__2068fig7.jpg.txt,5,3,1,2,2,S|FLK1,E|CELL
PMC2940266__nihms99348f2.jpg.txt,0,0,0,0,0,,
PMC2940477__zmg0091047000008.jpg.txt,0,0,0,0,0,,
PMC2940575__nop02201.jpg.txt,0,0,0,0,0,,
PMC2940738__pgen.1001125.g007.jpg.txt,2,1,1,0,1,,J
PMC2940771__1752-0509-4-119-1.jpg.txt,0,0,0,0,0,,
PMC2943488__nihms-230584-f0001.jpg.txt,0,0,0,0,0,,
PMC2943518__jin0002-0043-f07.jpg.txt,2,1,0,1,1,S,E
PMC2943975__nihms204193f1.jpg.txt,0,0,0,0,0,,
PMC2944161__1471-213X-10-96-8.jpg.txt,1,0,0,0,1,,OR
PMC2944186__1476-4598-9-236-1.jpg.txt,1,1,1,0,0,,
PMC2944875__pone.0012949.g002.jpg.txt,0,0,0,0,0,,
PMC2945552__zbc0431033770011.jpg.txt,1,1,0,1,0,MEK1,
PMC2945784__gb-2010-11-8-r82-2.jpg.txt,1,0,0,0,1,,MA
PMC2945950__1752-0509-4-121-1.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-2.jpg.txt,1,1,1,0,0,,
PMC2945950__1752-0509-4-121-3.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-5.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-6.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-7.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-8.jpg.txt,0,0,0,0,0,,
PMC2945950__1752-0509-4-121-9.jpg.txt,0,0,0,0,0,,
PMC2946353__1471-2105-11-469-4.jpg.txt,0,0,0,0,0,,
PMC2946515__nihms165144f3.jpg.txt,0,0,0,0,0,,
PMC2946555__nihms-236013-f0002.jpg.txt,7,4,1,3,3,FAT|ON|P,R|INCA|E
PMC2946881__fig-1.jpg.txt,8,4,2,2,4,CG|L,CELL|J|LARGE|CF
PMC2947266__gr10.jpg.txt,6,5,1,4,1,PA|A1|MU|ON,E
PMC2947752__DEV050864F7.jpg.txt,4,1,0,1,3,PKC,MY|EMU|U
PMC2948618__nihms230881f3.jpg.txt,0,0,0,0,0,,
PMC2949153__jcbfm2009214f7.jpg.txt,1,1,0,1,0,CEH,
PMC2949268__nihms135390f3.jpg.txt,7,3,0,3,4,S|OF|X,II|RX|MY|E
PMC2949386__pone.0013131.g006.jpg.txt,0,0,0,0,0,,
PMC2949529__nihms206301f2.jpg.txt,3,2,0,2,1,P85|P,GLUT4
PMC2949723__1744-8069-6-56-3.jpg.txt,2,2,1,1,0,AN,
PMC2951022__nihms235327f1.jpg.txt,0,0,0,0,0,,
PMC2951025__nihms85976f8.jpg.txt,2,2,0,2,0,GLT-1|CG,
PMC2951409__pnas.1001794107fig05.jpg.txt,4,3,0,3,1,P|P2|WASP,TWEEK
PMC2952290__pmic0010-1316-f3.jpg.txt,0,0,0,0,0,,
PMC2952290__pmic0010-1316-f4.jpg.txt,7,2,0,2,5,MI|L,MY|ETM|NL|GM|U
PMC2952341__nihms-232190-f0001.jpg.txt,11,11,6,5,0,COLL|ADAM|X|NUA|Y,
PMC2953617__nihms237584f2.jpg.txt,2,1,0,1,1,OF,TUBE
PMC2953964__nihms235590f1.jpg.txt,6,3,1,2,3,S|MLCK,LIGHT|MRLC|MIN
PMC2954045__aging-02-527-g001.jpg.txt,1,1,0,1,0,P,
PMC2954724__zee0111056530001.jpg.txt,4,4,0,4,0,L|S|P|SA,
PMC2955614__1476-4598-9-252-5.jpg.txt,6,4,0,4,2,IN|B|L|AN,U8|GM
PMC2955764__nihms-230789-f0001.jpg.txt,1,1,1,0,0,,
PMC2955995__nihms-217025-f0002.jpg.txt,0,0,0,0,0,,
PMC2956057__109_2010_644_Fig2_HTML.jpg.txt,1,1,1,0,0,,
PMC2956880__nihms239224f4.jpg.txt,1,1,0,1,0,X,
PMC2957443__pone.0013500.g003.jpg.txt,4,3,0,3,1,AM|B|Y,SN
PMC2958340__JO2011-941876.003.jpg.txt,0,0,0,0,0,,
PMC2958340__JO2011-941876.004.jpg.txt,0,0,0,0,0,,
PMC2958340__JO2011-941876.005.jpg.txt,0,0,0,0,0,,
PMC2958481__JCB_201004108_GS_Fig6.jpg.txt,6,5,1,4,1,ASM|S|LU|ON,SR
PMC2958907__1752-0509-4-137-1.jpg.txt,0,0,0,0,0,,
PMC2962609__nihms-242212-f0010.jpg.txt,9,6,1,5,3,RPE|P|L|PH|IN,R|ADP|CELL
PMC2962631__pone.0013558.g004.jpg.txt,14,11,4,7,3,S|AS|X|NU|AN|MI|ON,J|M1|ZAN
PMC2963056__schbulsbp033f02_ht.jpg.txt,3,3,0,3,0,CAN|STAR|ERK,
PMC2963142__MI2010-781235.001.jpg.txt,7,4,1,3,3,L|MU|MR,U|MS|LU1
PMC2963150__nihms239332f5.jpg.txt,5,4,0,4,1,PI|L|ENOS|PKG,GLUT4
PMC2963311__nihms237509f8.jpg.txt,17,9,1,8,8,AS|AN|ON|Y|S|IN|AA|H,YO|NA|MS|L1|U|PE|R|ACER1
PMC2963354__zbc0441035110007.jpg.txt,11,7,3,4,4,B|MTA1|Z|L,E|LE|U|NF-KB
PMC2963373__zbc0451035750006.jpg.txt,0,0,0,0,0,,
PMC2964935__nihms34081f4.jpg.txt,0,0,0,0,0,,
PMC2964935__nihms34081f5.jpg.txt,4,3,3,0,1,,PIP
PMC2965074__nihms-246024-f0003.jpg.txt,3,3,1,2,0,NEMO|IKK,
PMC2965086__pone.0013543.g006.jpg.txt,0,0,0,0,0,,
PMC2966078__zbc0461036750006.jpg.txt,0,0,0,0,0,,
PMC2966480__fig-5.jpg.txt,1,0,0,0,1,,GAN
PMC2966790__zjh0111088800010.jpg.txt,0,0,0,0,0,,
PMC2966904__951832.fig7.jpg.txt,4,3,1,2,1,B|HJV,FURIN
PMC2967656__nihms231921f1.jpg.txt,1,1,0,1,0,AN,
PMC2970559__pone.0015384.g007.jpg.txt,0,0,0,0,0,,
PMC2970638__nihms219609f8.jpg.txt,13,9,2,7,4,IN|S|CALL|RAH|KN|MEN|MN,OR|S9|R|U
PMC2972639__dvdy0239-2522-f2.jpg.txt,3,2,0,2,1,Z|ND,SLY
PMC2972700__nihms243195f1.jpg.txt,2,2,0,2,0,MK|CALL,
PMC2974067__cib0305_0409_fig001.jpg.txt,2,1,0,1,1,L,MP2
PMC2974943__nihms213988f2.jpg.txt,10,5,1,4,5,B|MN|DAG|PKC,FURIN|BIG|E|U|CA
PMC2975164__zbc0481038360007.jpg.txt,2,2,0,2,0,COX|AN,
PMC2975271__nihms-242741-f0009.jpg.txt,3,1,0,1,2,L,DAMAGE|CELL
PMC2975372__nihms246517f5.jpg.txt,7,4,0,4,3,B|CO|AM|X,J|DC|LIME
PMC2975375__nihms246516f2.jpg.txt,7,5,1,4,2,WR|IN|AS|S,U|E
PMC2975607__nihms247753f1.jpg.txt,6,4,2,2,2,OF|IN,MA|TERA
PMC2975945__nihms-240452-f0003.jpg.txt,0,0,0,0,0,,
PMC2975945__nihms-240452-f0005.jpg.txt,0,0,0,0,0,,
PMC2976807__nihms238183f6.jpg.txt,2,2,0,2,0,B|SC,
PMC2980340__adt.2009.0198_fig_01.jpg.txt,6,5,1,4,1,MU|L|SIP|AN,MY
PMC2981059__carcinbgq188f06_4c.jpg.txt,9,7,2,5,2,H|HER2|RK|IKK|L5,E|R
PMC2981611__nihms-229692-f0001.jpg.txt,5,2,1,1,3,L,E|JNK|SR
PMC2982674__nihms250318f1.jpg.txt,8,6,3,3,2,L|SLP-76|PKC,ADP|OR
PMC2982790__nihms247427f9.jpg.txt,7,4,1,3,3,MEK|PI3K|X,ERK1|NF-KB|CELL
PMC2984446__pone.0014027.g010.jpg.txt,9,6,3,3,3,P|L|OF,DAMAGE|E|OR
PMC2987346__ejhg2009189f2.jpg.txt,1,0,0,0,1,,E
PMC2987401__nihms223381f1.jpg.txt,2,1,1,0,1,,PLA2
PMC2987418__ejhg201062f2.jpg.txt,1,1,1,0,0,,
PMC2987418__ejhg201062f3.jpg.txt,0,0,0,0,0,,
PMC2988058__1471-2172-11-53-6.jpg.txt,0,0,0,0,0,,
PMC2988350__zbc0501039980008.jpg.txt,7,4,2,2,3,X|ERK,E|H11|CELL
PMC2988492__nihms245484f4.jpg.txt,0,0,0,0,0,,
PMC2990205__DEV060483F7.jpg.txt,1,1,1,0,0,,
PMC2990476__nihms211358f3.jpg.txt,0,0,0,0,0,,
PMC2990745__1752-0509-4-151-1.jpg.txt,0,0,0,0,0,,
PMC2991480__nihms226012f5.jpg.txt,2,1,0,1,1,SLS,U
PMC2993470__zmo0121062480001.jpg.txt,7,6,2,4,1,L|Y|AM|S,U
PMC2994381__1423-0127-17-S1-S28-5.jpg.txt,5,3,1,2,2,L|P53,JNK|TAUT
PMC2994985__nihms246185f1.jpg.txt,0,0,0,0,0,,
PMC2995894__nihms-204451-f0006.jpg.txt,3,3,3,0,0,,
PMC2996036__PP_161661_wc_f8.jpg.txt,12,6,0,6,6,NU|AM|AN|B|S|Z,U|E|HA|VH|MS|SSC
PMC2996105__nihms253117f7.jpg.txt,0,0,0,0,0,,
PMC2996291__pone.0014180.g009.jpg.txt,1,1,0,1,0,SWAP,
PMC2996331__pgen.1001231.g001.jpg.txt,8,4,0,4,4,OF|AM|S|ON,DS|ANA|MINER|CA
PMC2997007__1471-2164-11-513-6.jpg.txt,4,4,0,4,0,BF|S|L|EP,
PMC2997573__nihms-158810-f0001.jpg.txt,3,2,0,2,1,L|AN,J
PMC2997678__nihms-247584-f0007.jpg.txt,6,3,1,2,3,H|L,D1|R|J
PMC2997801__halms482245f1.jpg.txt,1,1,0,1,0,S,
PMC2998167__DEV055350F7.jpg.txt,2,2,0,2,0,PLM|PRK,
PMC2999296__WJH-2-295-g002.jpg.txt,0,0,0,0,0,,
PMC2999341__1471-2164-11-S3-S11-12.jpg.txt,0,0,0,0,0,,
PMC3000242__fig-1.jpg.txt,4,3,1,2,1,L|Y,UCE
PMC3000836__1745-7580-6-10-1.jpg.txt,0,0,0,0,0,,
PMC3000872__nihms192852f4.jpg.txt,9,6,1,5,3,UP|UBC9|IN|KLF2|ENOS,E2|E3|ERK5
PMC3002618__10.1177_1756285608100427-fig1.jpg.txt,5,5,2,3,0,P35|P25|TAU,
PMC3003620__1756-8722-3-45-1.jpg.txt,3,2,1,1,1,P,LE
PMC3003706__nihms-250984-f0007.jpg.txt,0,0,0,0,0,,
PMC3003974__IJN2011-809378.003.jpg.txt,1,1,0,1,0,X,
PMC3004666__cmr-1-079f1.jpg.txt,0,0,0,0,0,,
PMC3006139__pntd.0000924.g006.jpg.txt,0,0,0,0,0,,
PMC3006290__zh40121096060001.jpg.txt,5,5,1,4,0,AN|ON|P|ERK,
PMC3006436__nihms231136f3.jpg.txt,2,0,0,0,2,,U|C4
PMC300841__JCI0009871.f1.jpg.txt,3,1,0,1,2,NEU,OR|EVDB
PMC3009741__pone.0015613.g003.jpg.txt,9,4,2,2,5,S|MEN,MY|NOD13|J|E|L41
PMC3009900__zbc0051145420006.jpg.txt,5,4,1,3,1,AM|CAN|H,R
PMC3009957__1750-2187-5-20-9.jpg.txt,3,2,0,2,1,P|OF,D1
PMC3010279__nihms241833f8.jpg.txt,4,2,0,2,2,PSD95|B,HS|U
PMC3010508__nihms-200185-f0009.jpg.txt,2,1,0,1,1,S,GM
PMC3012004__nihms259273f2.jpg.txt,0,0,0,0,0,,
PMC3012164__zdb0011164200002.jpg.txt,0,0,0,0,0,,
PMC3012164__zdb0011164200003.jpg.txt,0,0,0,0,0,,
PMC3012583__WJG-16-6111-g005.jpg.txt,3,3,1,2,0,AN|L,
PMC3013016__zbc0071146750008.jpg.txt,0,0,0,0,0,,
PMC3013243__nihms-246118-f0009.jpg.txt,9,7,1,6,2,ERK|L|X|GCSF|MCP1|RANTES,IL-5|IL-6
PMC3013293__nihms-245494-f0008.jpg.txt,0,0,0,0,0,,
PMC3013804__gkq970f3.jpg.txt,6,4,1,3,2,MU|AN|UP,ARI|U
PMC3014294__nihms238244f1.jpg.txt,6,3,1,2,3,X|PHD,REM|MAKAP|MPN
PMC3016855__nihms261074f8.jpg.txt,10,8,3,5,2,Y|CAM|PYK2|ROS|ERK,DECTIN-1|CA2
PMC3017505__nihms259372f1.jpg.txt,2,1,0,1,1,PA,P13
PMC3017908__JSC2011-541405.006.jpg.txt,2,1,0,1,1,X,U
PMC3018566__nihms247147f3.jpg.txt,2,1,0,1,1,S,U
PMC3018616__CRP2011-175381.003.jpg.txt,3,3,0,3,0,LT|L|TYP,
PMC3021862__JO2011-946936.004.jpg.txt,0,0,0,0,0,,
PMC3022188__SRCM2011-756982.001.jpg.txt,0,0,0,0,0,,
PMC3022486__nihms261828f9.jpg.txt,5,5,0,5,0,ACH|ROS|A2|COX|OF,
PMC3023131__JEM_20092203_RGB_Fig7.jpg.txt,0,0,0,0,0,,
PMC3023525__zbc0061146680008.jpg.txt,3,0,0,0,3,,E|MY|GNA
PMC3023986__nihms-244092-f0002.jpg.txt,1,0,0,0,1,,CELL
PMC3026445__nihms254006f1.jpg.txt,4,1,0,1,3,B,E|DIC|MT
PMC3026562__zh70011135550004.jpg.txt,4,4,0,4,0,S|AM|Y|MN,
PMC3026934__335_2010_9277_Fig2_HTML.jpg.txt,1,1,1,0,0,,
PMC3026990__PPAR2010-571783.005.jpg.txt,0,0,0,0,0,,
PMC3028259__AJRCMB44199f8.jpg.txt,6,4,0,4,2,EP4|L3|L|CAM,E|II
PMC3028588__nihms260952f2.jpg.txt,0,0,0,0,0,,
PMC3028836__zii9990989920008.jpg.txt,4,3,1,2,1,CAN|AN,J
PMC3029747__pnas.1018376108fig06.jpg.txt,1,0,0,0,1,,E
PMC3030591__pone.0016516.g004.jpg.txt,0,0,0,0,0,,
PMC3030591__pone.0016516.g007.jpg.txt,0,0,0,0,0,,
PMC3030666__nihms244872f2.jpg.txt,4,4,1,3,0,B|Y|H,
PMC3030928__nihms-245612-f0004.jpg.txt,4,2,2,0,2,,J|MS
PMC3032584__nihms265455f1.jpg.txt,0,0,0,0,0,,
PMC3033390__pone.0016556.g007.jpg.txt,5,4,1,3,1,SREBP1|PEPCK|L,CHREBP
PMC303340__mb0140745008.jpg.txt,2,1,0,1,1,X,J
PMC3034644__nihms267921f2.jpg.txt,1,0,0,0,1,,CV2
PMC3035094__DEV057729F6.jpg.txt,8,4,2,2,4,TLL|KI,ST|CIC|L7|J
PMC3035573__nihms186746f9.jpg.txt,0,0,0,0,0,,
PMC3035650__pone.0016653.g007.jpg.txt,1,0,0,0,1,,R
PMC3035824__nihms266995f5.jpg.txt,0,0,0,0,0,,
PMC3035994__nihms-254214-f0002.jpg.txt,0,0,0,0,0,,
PMC3036164__nihms259428f8.jpg.txt,0,0,0,0,0,,
PMC3038240__nihms-267702-f0008.jpg.txt,0,0,0,0,0,,
PMC3038716__pnas.1010643108fig02.jpg.txt,0,0,0,0,0,,
PMC3039708__nihms243353f2.jpg.txt,6,3,0,3,3,H3|P|MR,J|B7|NA
PMC3039836__cddis201037f7.jpg.txt,5,3,1,2,2,IN|ON,FOR|J
PMC3039931__cshperspect-IMS-002352_F2.jpg.txt,0,0,0,0,0,,
PMC304121__pq1934788001.jpg.txt,4,1,0,1,3,PL,PHT|LA|J
PMC3041271__nihms270504f4.jpg.txt,4,3,0,3,1,B|L|IN,U
PMC3042311__fig-8.jpg.txt,0,0,0,0,0,,
PMC3042531__nihms249589f3.jpg.txt,1,1,0,1,0,PERK,
PMC3042643__PRI2011-932932.001.jpg.txt,1,1,0,1,0,AN,
PMC3043057__pone.0016787.g006.jpg.txt,2,1,0,1,1,SAT,SUN
PMC3043160__nihms244054f4.jpg.txt,13,7,1,6,6,H|OF|PM|ON|Y|REG,VCX|CADHERIN|JN|PROL|CELL|U
PMC3043160__nihms244054f7.jpg.txt,2,2,1,1,0,TUBERIN,
PMC3043547__nihms-270242-f0001.jpg.txt,0,0,0,0,0,,
PMC3044050__zh40021196950006.jpg.txt,0,0,0,0,0,,
PMC3045367__pone.0016580.g001.jpg.txt,0,0,0,0,0,,
PMC3046919__nihms255077f7.jpg.txt,7,6,2,4,1,TAK1|ANP|MCP-1|L,IL-6
PMC3047097__cbt1010_1056_fig006.jpg.txt,5,2,0,2,3,AN|VAN,SWAN|MS|E
PMC3047110__cbt1104_0410_fig006.jpg.txt,0,0,0,0,0,,
PMC3047191__emm-43-101-g006.jpg.txt,5,3,0,3,2,P55|L|OF,JNK|NF-KB
PMC3047755__cc0919_4013_fig007.jpg.txt,1,0,0,0,1,,U
PMC3047783__self0103_0192_fig011.jpg.txt,13,9,1,8,4,L|NOT|AM|H|H1|AN|B|S,E|U|G8|GM
PMC3048679__zbc0151154480009.jpg.txt,0,0,0,0,0,,
PMC3048767__ja-2010-109979_0002.jpg.txt,0,0,0,0,0,,
PMC3049820__nihms265966f5.jpg.txt,0,0,0,0,0,,
PMC3049838__nihms254703f3.jpg.txt,7,5,2,3,2,IN|SF2|PAM,CELL|LE
PMC3049961__nihms-266451-f0008.jpg.txt,2,2,0,2,0,Y|S,
PMC3050667__DEV060046F7.jpg.txt,0,0,0,0,0,,
PMC3051174__JBB2011-523481.003.jpg.txt,0,0,0,0,0,,
PMC3051915__1471-213X-11-12-6.jpg.txt,5,3,2,1,2,VEGF,CELL|HE
PMC3056141__18_2010_605_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC3056154__nihms276493f1.jpg.txt,10,5,1,4,5,NU|AM|S|PH,OR|MY|CA|U|MA
PMC3057579__ECAM2011-750230.009.jpg.txt,3,3,0,3,0,L|OF|MU,
PMC3058120__nihms257215f1.jpg.txt,3,2,0,2,1,X|ER,R
PMC3058300__nihms-249563-f0005.jpg.txt,3,3,0,3,0,HD|S|RS,
PMC3058986__zbc0151153940008.jpg.txt,5,3,1,2,2,VEGF-A|X,J|CELL
PMC3059061__zbc0171155130004.jpg.txt,0,0,0,0,0,,
PMC3059306__nihms-278202-f0001.jpg.txt,2,0,0,0,2,,J|U
PMC3060875__pone.0017940.g003.jpg.txt,0,0,0,0,0,,
PMC3060910__pone.0017957.g001.jpg.txt,1,1,1,0,0,,
PMC3061506__z7g9990908530001.jpg.txt,0,0,0,0,0,,
PMC3061884__1755-8794-4-21-9.jpg.txt,0,0,0,0,0,,
PMC3062054__nihms-280598-f0004.jpg.txt,6,3,0,3,3,L|S|ON,E|U|R
PMC3062096__PRI2011-219309.001.jpg.txt,1,1,0,1,0,AN,
PMC3062567__pone.0018059.g008.jpg.txt,2,2,0,2,0,Y|P,
PMC3063194__2042-4280-2-1-1.jpg.txt,2,1,0,1,1,IN,LAN
PMC3063861__nihms252493f1.jpg.txt,5,3,2,1,2,P,CELL|AKU
PMC3063861__nihms252493f4.jpg.txt,2,1,0,1,1,B,ARRESTIN
PMC3065765__112fig3.jpg.txt,0,0,0,0,0,,
PMC3066043__nihms276743f7.jpg.txt,3,3,0,3,0,OF|UP|S,
PMC3068163__pone.0018257.g001.jpg.txt,0,0,0,0,0,,
PMC3068308__PRI2011-620601.004.jpg.txt,0,0,0,0,0,,
PMC3068308__PRI2011-620601.005.jpg.txt,1,0,0,0,1,,MS
PMC3069071__pone.0018330.g007.jpg.txt,5,5,1,4,0,TRAIL|L|B|BAK,
PMC3069415__zbc0191157260008.jpg.txt,0,0,0,0,0,,
PMC3069900__gr7.jpg.txt,0,0,0,0,0,,
PMC3070154__nihms240504f1.jpg.txt,0,0,0,0,0,,
PMC3070197__nihms253368f1.jpg.txt,8,5,0,5,3,B|RAS-GRF2|L|ERK|LAB,CA2|TP|E
PMC3070284__gcr0011000070001.jpg.txt,0,0,0,0,0,,
PMC3070284__gcr0011000070002.jpg.txt,0,0,0,0,0,,
PMC3070611__1755-8794-4-23-4.jpg.txt,4,3,0,3,1,MAM|ASK|END,OP
PMC3070849__nihms-271828-f0001.jpg.txt,4,4,1,3,0,P|S|MEN,
PMC3071501__fnins-05-00161-g010.jpg.txt,0,0,0,0,0,,
PMC3071979__nihms280847f2.jpg.txt,3,1,0,1,2,CAN,INM|R
PMC3072701__nihms281664f3.jpg.txt,12,9,2,7,3,MIG-2|CORD|B|WAVE|ARP2|P|IN,E|HI|LA
PMC3072770__bar010f2.jpg.txt,8,6,0,6,2,Y|X|S|AN|LU|MU,U|SNN
PMC3073839__nihms234689f2.jpg.txt,20,14,2,12,6,WR|PM|HER2|B|NEU|P|MEK|P65|DMP1|CAN|RB|P53,ARI|MUL|E|II|J|D1
PMC3073847__nihms272201f1.jpg.txt,15,10,6,4,5,L|H|SMAD1|S,EMILIN1|FURIN|CELL|OR|MAD4
PMC3075259__pone.0018636.g004.jpg.txt,4,2,0,2,2,P53|IN,J|G2
PMC3076051__nihms253030f4.jpg.txt,21,12,1,11,9,FOX|P|S|H|B|AK|BK|X|LN|L|ON,STZ|NS|IA|NG|MS|CTRL|U|E|GM
PMC3076053__nihms254298f7.jpg.txt,2,1,1,0,1,,CELL
PMC3076855__pnas.1103102108fig01.jpg.txt,0,0,0,0,0,,
PMC3076924__nihms273335f2.jpg.txt,9,6,1,5,3,Z|PM|ENOS|OF|GLUR1,E|NR1|G5
PMC3077116__nihms255742f2.jpg.txt,9,7,1,6,2,CAN|IN|MI|Y|L|MED,E|MA
PMC3077214__12154_2010_51_Fig1_HTML.jpg.txt,6,4,1,3,2,X|L|MU,E|L13
PMC3078043__nihms-257938-f0005.jpg.txt,2,1,0,1,1,C-FOS,E
PMC3078531__nihms280576f5.jpg.txt,1,1,1,0,0,,
PMC3079023__nihms268047f1.jpg.txt,0,0,0,0,0,,
PMC3079765__nihms-257507-f0001.jpg.txt,3,2,0,2,1,L|H,U
PMC3080193__viru0101_0045_fig002.jpg.txt,3,2,0,2,1,L|MU,NA
PMC3080792__1477-5956-9-15-6.jpg.txt,0,0,0,0,0,,
PMC3080858__pgen.1001377.g006.jpg.txt,11,7,1,6,4,SK|IN|S|X|IGF-I|AN,SUN|E|U|R
PMC3081368__nihms-271519-f0008.jpg.txt,3,2,2,0,1,,NM
PMC3081620__nihms-275732-f0001.jpg.txt,6,4,0,4,2,BETAGLYCAN|SMAD1|LAM|ALK1,ECM|R
PMC3082280__nihms-288089-f0001.jpg.txt,0,0,0,0,0,,
PMC3082499__nihms-290189-f0002.jpg.txt,13,6,2,4,7,S|TGR|H|AM,MM-1|J|FA|RU|E|OR|JNK
PMC3082570__pone.0019309.g001.jpg.txt,0,0,0,0,0,,
PMC3083852__nihms-265332-f0001.jpg.txt,0,0,0,0,0,,
PMC3085438__JCS084194F5.jpg.txt,3,2,0,2,1,IGF-I|EMT,R
PMC3086058__nihms286402f1.jpg.txt,0,0,0,0,0,,
PMC3086304__bcbcr-2009-047f1.jpg.txt,8,4,0,4,4,ERB|B|P|ER,MS|NE|J|E
PMC3086880__pone.0019240.g001.jpg.txt,4,2,0,2,2,IN|Z,U|R
PMC3086880__pone.0019240.g005.jpg.txt,1,1,0,1,0,IN,
PMC3087179__nihms280124f5.jpg.txt,5,2,0,2,3,ARMS|B,RD|IL-4|BIN
PMC3087605__nihms-292696-f0002.jpg.txt,1,1,0,1,0,ON,
PMC3089520__zbc0251162650006.jpg.txt,5,2,1,1,3,RIS,E|REM|R
PMC3089884__97320630006111F5.jpg.txt,0,0,0,0,0,,
PMC3089989__fpsyt-02-00005-g002.jpg.txt,0,0,0,0,0,,
PMC3091047__PP_172502_wc_f9.jpg.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f4.jpg.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f5.jpg.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f6.jpg.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f7.jpg.txt,0,0,0,0,0,,
PMC3091628__1471-2164-11-380-3.jpg.txt,15,7,2,5,8,AM|FR|AA|P|SEX,MT|CH|MA|1D|E|NS|D1|SAE
PMC3092205__10.1177_1947601910373795-fig3.jpg.txt,0,0,0,0,0,,
PMC3092205__10.1177_1947601910373795-fig4.jpg.txt,2,1,0,1,1,EMT,R
PMC3092232__10.1177_1947601910382901-fig3.jpg.txt,0,0,0,0,0,,
PMC3092286__10.1177_1947601911407325-fig1.jpg.txt,14,10,3,7,4,CED|INPP4|MEK|ERK|PR|S|X,PIP|M1|J|CELL
PMC3092371__nihms270173f7.jpg.txt,8,6,2,4,2,Z|B|X|L,CA|R
PMC3092528__nihms289056f6.jpg.txt,3,2,0,2,1,TROY|TRK,E
PMC3092699__nihms289536f5.jpg.txt,9,6,1,5,3,PKD|PKB|IN|L|Y,FA|J|CELL
PMC3092909__12263_2010_179_Fig5_HTML.jpg.txt,0,0,0,0,0,,
PMC3093193__nihms289177f2.jpg.txt,1,0,0,0,1,,MA
PMC3093464__pnas.1100426S108fig01.jpg.txt,2,2,0,2,0,AS|AA,
PMC3093809__cbt1007_0658_fig001.jpg.txt,0,0,0,0,0,,
PMC3094054__zh20051162300008.jpg.txt,2,2,0,2,0,PA|MAR,
PMC3094802__nihms290166f3.jpg.txt,2,0,0,0,2,,CELL|OR
PMC3094802__nihms290166f4.jpg.txt,0,0,0,0,0,,
PMC3094853__nihms254819f1.jpg.txt,6,5,1,4,1,P|P3|AP|S,CELL
PMC3095455__WJCO-1-24-g001.jpg.txt,3,3,1,2,0,OF|AM,
PMC3095674__nihms-275584-f0004.jpg.txt,2,2,1,1,0,TAK1,
PMC3095696__nihms270198f3.jpg.txt,3,1,0,1,2,B,E|R
PMC3095967__nihms-294747-f0006.jpg.txt,0,0,0,0,0,,
PMC309600__mb2430106009.jpg.txt,0,0,0,0,0,,
PMC3096550__nihms287625f6.jpg.txt,0,0,0,0,0,,
PMC3096649__pone.0019846.g007.jpg.txt,5,3,1,2,2,MU|IGFIR,NA|R
PMC309682__mb2430944006.jpg.txt,10,7,3,4,3,L|TOR|SEX|S,J|MS|MA
PMC3097097__nihms231256f2.jpg.txt,19,13,2,11,6,MEK6|A1|L5|PM|P|P3|AM|CT|PA|Y|S,EMU|MS|U|SR|IL-6|CF
PMC3098250__pone.0019776.g009.jpg.txt,6,4,0,4,2,L|MU|PL|IN,RH|E
PMC3098469__nihms280087f1.jpg.txt,1,0,0,0,1,,J
PMC3099575__zh89991169630005.jpg.txt,8,6,3,3,2,HFE|HJV|OF,TMPRSS6|DJ
PMC3099707__zbc0271164280010.jpg.txt,4,2,0,2,2,B|MU,J|U
PMC3100315__pone.0020041.g006.jpg.txt,3,1,0,1,2,Y,U|E
PMC3101100__JCB_201004016_RGB_Fig1.jpg.txt,1,1,0,1,0,B,
PMC3101770__nihms-260063-f0001.jpg.txt,3,1,0,1,2,S,U|CELL
PMC3101770__nihms-260063-f0002.jpg.txt,5,4,1,3,1,L|S|CI,LW
PMC3101807__cddis201110f7.jpg.txt,0,0,0,0,0,,
PMC3101847__cshperspect-PRT-004440_F1.jpg.txt,0,0,0,0,0,,
PMC3102652__pone.0019664.g009.jpg.txt,0,0,0,0,0,,
PMC3102680__pone.0020199.g004.jpg.txt,13,7,0,7,6,S|ASS|MU|Y|L|H|AM,U|E|MY|IV|R|MIN
