file,"hgnc hits","on wp_all","on wp_hs","new wp_all","new wp_hs","new hits to wp_all","new hits only to wp_hs"
PMC3013243__nihms-246118-f0009.txt,12,10,2,2,8,IL-5|IL-6,LPS|IKK|MEK|ERK|L|GCSF|MCP|RANTES
PMC3013293__nihms-245494-f0008.txt,0,0,0,0,0,,
PMC3013804__gkq970f3.txt,0,0,0,0,0,,
PMC3014294__nihms238244f1.txt,3,2,0,1,2,ERK5,EP|C1
PMC3016855__nihms261074f8.txt,7,6,3,1,3,DECTIN-1,CAM|ROS|ERK
PMC3017505__nihms259372f1.txt,0,0,0,0,0,,
PMC3017908__JSC2011-541405.006.txt,0,0,0,0,0,,
PMC3018566__nihms247147f3.txt,1,0,0,1,0,J,
PMC3018616__CRP2011-175381.003.txt,0,0,0,0,0,,
PMC3021862__JO2011-946936.004.txt,0,0,0,0,0,,
PMC3022188__SRCM2011-756982.001.txt,0,0,0,0,0,,
PMC3022486__nihms261828f9.txt,8,7,1,1,6,16,Y4|ACT|A2|COX|IN|MED
PMC3023131__JEM_20092203_RGB_Fig7.txt,0,0,0,0,0,,
PMC3023525__zbc0061146680008.txt,0,0,0,0,0,,
PMC3023986__nihms-244092-f0002.txt,2,2,0,0,2,,B|L
PMC3026445__nihms254006f1.txt,0,0,0,0,0,,
PMC3026562__zh70011135550004.txt,0,0,0,0,0,,
PMC3026934__335_2010_9277_Fig2_HTML.txt,0,0,0,0,0,,
PMC3026990__PPAR2010-571783.005.txt,1,0,0,1,0,U,
PMC3028259__AJRCMB44199f8.txt,1,1,0,0,1,,L
PMC3028588__nihms260952f2.txt,0,0,0,0,0,,
PMC3028836__zii9990989920008.txt,0,0,0,0,0,,
PMC3029747__pnas.1018376108fig06.txt,1,1,0,0,1,,S
PMC3030591__pone.0016516.g004.txt,0,0,0,0,0,,
PMC3030591__pone.0016516.g007.txt,0,0,0,0,0,,
PMC3030666__nihms244872f2.txt,4,3,0,1,3,IL-6,B|IF|L
PMC3030928__nihms-245612-f0004.txt,4,4,2,0,2,,CEBP|ACVR2
PMC3032584__nihms265455f1.txt,6,4,0,2,4,R|J,TNFA|P38|L|C-FLIP
PMC3033390__pone.0016556.g007.txt,0,0,0,0,0,,
PMC303340__mb0140745008.txt,2,2,1,0,1,,NPR1
PMC3034644__nihms267921f2.txt,0,0,0,0,0,,
PMC3035094__DEV057729F6.txt,8,6,2,2,4,ST|CIC,Z|TLL|FR|B
PMC3035573__nihms186746f9.txt,7,4,1,3,3,ADP|P2Y12|E,PAR4|Y|L
PMC3035650__pone.0016653.g007.txt,0,0,0,0,0,,
PMC3035824__nihms266995f5.txt,3,2,1,1,1,U,GA
PMC3035994__nihms-254214-f0002.txt,1,1,0,0,1,,FAT
PMC3036164__nihms259428f8.txt,3,3,2,0,1,,L
PMC3038240__nihms-267702-f0008.txt,1,1,1,0,0,,
PMC3038716__pnas.1010643108fig02.txt,0,0,0,0,0,,
PMC3039708__nihms243353f2.txt,4,2,0,2,2,R|B7-H3,X|TLR-4
PMC3039836__cddis201037f7.txt,0,0,0,0,0,,
PMC3039931__cshperspect-IMS-002352_F2.txt,0,0,0,0,0,,
PMC304121__pq1934788001.txt,7,4,1,3,3,R|II|LA,L|PM|PL
PMC3041271__nihms270504f4.txt,4,3,1,1,2,U,B|P
PMC3042311__fig-8.txt,0,0,0,0,0,,
PMC3042531__nihms249589f3.txt,13,9,5,4,4,MANA|MT|JNK|IL-6,PERK|ER|TRIF|TRAM
PMC3042643__PRI2011-932932.001.txt,3,2,1,1,1,R,B
PMC3043057__pone.0016787.g006.txt,0,0,0,0,0,,
PMC3043160__nihms244054f4.txt,10,7,1,3,6,CA2|JNK|CELL,PC2|H2|H|PCL|L|S
PMC3043160__nihms244054f7.txt,4,4,1,0,3,,PC1|PC2|TUBERIN
PMC3043547__nihms-270242-f0001.txt,1,1,0,0,1,,P52
PMC3044050__zh40021196950006.txt,0,0,0,0,0,,
PMC3045367__pone.0016580.g001.txt,0,0,0,0,0,,
PMC3046919__nihms255077f7.txt,8,8,0,0,8,,TAK1|A20|L|ANP|FR|IKK|HC|MCP-1
PMC3047097__cbt1010_1056_fig006.txt,2,0,0,2,0,R|II,
PMC3047110__cbt1104_0410_fig006.txt,2,1,1,1,0,J,
PMC3047191__emm-43-101-g006.txt,0,0,0,0,0,,
PMC3047755__cc0919_4013_fig007.txt,0,0,0,0,0,,
PMC3047783__self0103_0192_fig011.txt,0,0,0,0,0,,
PMC3048679__zbc0151154480009.txt,0,0,0,0,0,,
PMC3048767__ja-2010-109979_0002.txt,2,0,0,2,0,J|E,
PMC3049820__nihms265966f5.txt,3,0,0,3,0,ERK1|CA|R,
PMC3049838__nihms254703f3.txt,9,7,4,2,3,CELL|E,IN|Y|WISP2
PMC3049961__nihms-266451-f0008.txt,1,0,0,1,0,GRLF1,
PMC3050667__DEV060046F7.txt,0,0,0,0,0,,
PMC3051174__JBB2011-523481.003.txt,0,0,0,0,0,,
PMC3051915__1471-213X-11-12-6.txt,1,1,0,0,1,,B
PMC3056141__18_2010_605_Fig1_HTML.txt,2,2,0,0,2,,P|ASC
PMC3056154__nihms276493f1.txt,7,3,0,4,3,E|R|SAH|II,L|PH|P
PMC3057579__ECAM2011-750230.009.txt,0,0,0,0,0,,
PMC3058120__nihms257215f1.txt,4,2,0,2,2,II|TP,L|ER
PMC3058300__nihms-249563-f0005.txt,1,1,1,0,0,,
PMC3058986__zbc0151153940008.txt,0,0,0,0,0,,
PMC3059061__zbc0171155130004.txt,0,0,0,0,0,,
PMC3059306__nihms-278202-f0001.txt,1,0,0,1,0,CELL,
PMC3060875__pone.0017940.g003.txt,0,0,0,0,0,,
PMC3060910__pone.0017957.g001.txt,0,0,0,0,0,,
PMC3061506__z7g9990908530001.txt,0,0,0,0,0,,
PMC3061884__1755-8794-4-21-9.txt,0,0,0,0,0,,
PMC3062054__nihms-280598-f0004.txt,0,0,0,0,0,,
PMC3062096__PRI2011-219309.001.txt,0,0,0,0,0,,
PMC3062567__pone.0018059.g008.txt,2,2,1,0,1,,L
PMC3063194__2042-4280-2-1-1.txt,6,4,1,2,3,J|L10,L|TYPE|IF
PMC3063861__nihms252493f1.txt,10,8,4,2,4,R|CELL,LT|L|ND|PI
PMC3063861__nihms252493f4.txt,5,3,1,2,2,ARRESTIN|J,B|L
PMC3065765__112fig3.txt,0,0,0,0,0,,
PMC3066043__nihms276743f7.txt,1,1,0,0,1,,IN
PMC3068163__pone.0018257.g001.txt,1,1,0,0,1,,Y
PMC3068308__PRI2011-620601.004.txt,0,0,0,0,0,,
PMC3068308__PRI2011-620601.005.txt,1,1,0,0,1,,L
PMC3069071__pone.0018330.g007.txt,0,0,0,0,0,,
PMC3069415__zbc0191157260008.txt,0,0,0,0,0,,
PMC3069900__gr7.txt,1,1,0,0,1,,BETAGLYCAN
PMC3070154__nihms240504f1.txt,0,0,0,0,0,,
PMC3070197__nihms253368f1.txt,9,7,1,2,6,CA2|R,TBS|ERK|P38|B|RAS-GRF2|LAB
PMC3070284__gcr0011000070001.txt,0,0,0,0,0,,
PMC3070284__gcr0011000070002.txt,0,0,0,0,0,,
PMC3070611__1755-8794-4-23-4.txt,9,7,1,2,6,E|R,SK|I-1|NOT|B|CSL|END
PMC3070849__nihms-271828-f0001.txt,7,7,1,0,6,,P21|P1|P2|PI|P3|SHIP
PMC3071501__fnins-05-00161-g010.txt,0,0,0,0,0,,
PMC3071979__nihms280847f2.txt,3,3,1,0,2,,OF|B
PMC3072701__nihms281664f3.txt,8,7,2,1,5,HI,TAL|IN|MIG-2|B|WAVE
PMC3072770__bar010f2.txt,4,1,1,3,0,R|U|J,
PMC3073839__nihms234689f2.txt,31,24,7,7,17,T1|T2|T3|U|E|J|NF-KB,ART|DMP1|B|Z|HER2|NEU|PI3K|MEK|IKK1|IKK2|P|P65|P19ARF|L|RB|P53|P21CIP1
PMC3073847__nihms272201f1.txt,10,7,6,3,1,EMILIN1|FURIN|OR,SMAD1
PMC3075259__pone.0018636.g004.txt,5,4,0,1,4,G2,L|P53|IN|OF
PMC3076051__nihms253030f4.txt,13,9,1,4,8,CTRL|STZ|E|NG,P|S|B|L|H|Z|Y|BK
PMC3076053__nihms254298f7.txt,5,4,2,1,2,J,P|Y
PMC3076855__pnas.1103102108fig01.txt,0,0,0,0,0,,
PMC3076924__nihms273335f2.txt,9,6,2,3,4,J|E|KA,CHA|S|Y|OF
PMC3077116__nihms255742f2.txt,9,7,2,2,5,R|RED,L|ICE|IN|Y|PA
PMC3077214__12154_2010_51_Fig1_HTML.txt,0,0,0,0,0,,
PMC3078043__nihms-257938-f0005.txt,3,1,0,2,1,E|NE,C-FOS
PMC3078531__nihms280576f5.txt,4,3,1,1,2,J,ROS|P
PMC3079023__nihms268047f1.txt,1,1,1,0,0,,
PMC3079765__nihms-257507-f0001.txt,3,2,0,1,2,J,IGFI|L
PMC3080193__viru0101_0045_fig002.txt,0,0,0,0,0,,
PMC3080792__1477-5956-9-15-6.txt,0,0,0,0,0,,
PMC3080858__pgen.1001377.g006.txt,0,0,0,0,0,,
PMC3081368__nihms-271519-f0008.txt,0,0,0,0,0,,
PMC3081620__nihms-275732-f0001.txt,8,6,1,2,5,LIG|ECM,ND|S|P|BETAGLYCAN|LAM
PMC3082280__nihms-288089-f0001.txt,1,1,1,0,0,,
PMC3082499__nihms-290189-f0002.txt,11,8,3,3,5,II|J|JNK,LD|B|FASL|BK|L
PMC3082570__pone.0019309.g001.txt,0,0,0,0,0,,
PMC3083852__nihms-265332-f0001.txt,0,0,0,0,0,,
PMC3085438__JCS084194F5.txt,1,1,0,0,1,,L
PMC3086058__nihms286402f1.txt,2,1,0,1,1,E,ON
PMC3086304__bcbcr-2009-047f1.txt,0,0,0,0,0,,
PMC3086880__pone.0019240.g001.txt,0,0,0,0,0,,
PMC3086880__pone.0019240.g005.txt,0,0,0,0,0,,
PMC3087179__nihms280124f5.txt,3,2,0,1,2,RD,ARMS|Y
PMC3087605__nihms-292696-f0002.txt,8,5,2,3,3,ERK1|NF-KB|R,OF|PI3K|IN
PMC3089520__zbc0251162650006.txt,10,6,2,4,4,J|R|OR|JK,L|SHCA|S|SIS
PMC3089884__97320630006111F5.txt,0,0,0,0,0,,
PMC3089989__fpsyt-02-00005-g002.txt,0,0,0,0,0,,
PMC3091047__PP_172502_wc_f9.txt,4,2,0,2,2,J|EL,ACC|TR
PMC3091413__cin-2011-093f4.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f5.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f6.txt,0,0,0,0,0,,
PMC3091413__cin-2011-093f7.txt,0,0,0,0,0,,
PMC3091628__1471-2164-11-380-3.txt,7,5,2,2,3,HS|EL,SEX|L|S
PMC3092205__10.1177_1947601910373795-fig3.txt,12,9,2,3,7,TAK|NF-KB|J,MEK|ERK|EMT|B|RKIP|SNAIL|S
PMC3092205__10.1177_1947601910373795-fig4.txt,16,14,4,2,10,NF-KB|R,PI3K|AK|IKK|L|EMT|B|Y|SNAIL|ERK|RKIP
PMC3092232__10.1177_1947601910382901-fig3.txt,3,1,0,2,1,R|SS,B
PMC3092286__10.1177_1947601911407325-fig1.txt,8,8,0,0,8,,MEK|ERK|HIP|INPP4|P3|AK|Y|L
PMC3092371__nihms270173f7.txt,8,6,2,2,4,CA2|R,B|ACT|P|Y
PMC3092528__nihms289056f6.txt,3,3,0,0,3,,PYK2|TROY|PJS
PMC3092699__nihms289536f5.txt,7,5,1,2,4,J|CELL,PKD|PKB|IN|PI
PMC3092909__12263_2010_179_Fig5_HTML.txt,0,0,0,0,0,,
PMC3093193__nihms289177f2.txt,0,0,0,0,0,,
PMC3093464__pnas.1100426S108fig01.txt,0,0,0,0,0,,
PMC3093809__cbt1007_0658_fig001.txt,0,0,0,0,0,,
PMC3094054__zh20051162300008.txt,0,0,0,0,0,,
PMC3094802__nihms290166f3.txt,4,2,1,2,1,CELL|OR,DELTA
PMC3094802__nihms290166f4.txt,1,1,0,0,1,,OF
PMC3094853__nihms254819f1.txt,2,1,0,1,1,CELL,P
PMC3095455__WJCO-1-24-g001.txt,6,3,1,3,2,J|E|CELL,L|DI
PMC3095674__nihms-275584-f0004.txt,1,1,0,0,1,,TAK1
PMC3095696__nihms270198f3.txt,0,0,0,0,0,,
PMC3095967__nihms-294747-f0006.txt,2,1,1,1,0,J,
PMC309600__mb2430106009.txt,0,0,0,0,0,,
PMC3096550__nihms287625f6.txt,0,0,0,0,0,,
PMC3096649__pone.0019846.g007.txt,1,1,1,0,0,,
PMC309682__mb2430944006.txt,9,8,5,1,3,E,PI3K|TOR|B
PMC3097097__nihms231256f2.txt,33,25,5,8,20,OR|TC|IL-23|IL-6|PI3|LA|ELA|NGAL,IKK|S|L|TRAF6|CIKS|REG|MEK2|MEK3|TAK1|IKK-BETA|P38|MEK6|NIK|P2|OF|ER|B|TS|P3|GM-CSF
PMC3098250__pone.0019776.g009.txt,0,0,0,0,0,,
PMC3098469__nihms280087f1.txt,1,0,0,1,0,J,
PMC3099575__zh89991169630005.txt,9,8,3,1,5,J,HFE|S6|L|HJV|OF
PMC3099707__zbc0271164280010.txt,0,0,0,0,0,,
PMC3100315__pone.0020041.g006.txt,5,3,1,2,2,II|J,B|L
PMC3101100__JCB_201004016_RGB_Fig1.txt,1,0,0,1,0,E,
PMC3101770__nihms-260063-f0001.txt,4,2,1,2,1,J|R,L
PMC3101770__nihms-260063-f0002.txt,3,2,0,1,2,J,L|Y
PMC3101807__cddis201110f7.txt,0,0,0,0,0,,
PMC3101847__cshperspect-PRT-004440_F1.txt,0,0,0,0,0,,
PMC3102652__pone.0019664.g009.txt,0,0,0,0,0,,
PMC3102680__pone.0020199.g004.txt,0,0,0,0,0,,
PMC3102722__pone.0020454.g002.txt,4,1,0,3,1,II|LIB|U,L
PMC3103323__zbc0281165610007.txt,0,0,0,0,0,,
PMC3103347__zbc0281165510005.txt,0,0,0,0,0,,
PMC3103347__zbc0281165510007.txt,0,0,0,0,0,,
PMC3103528__pone.0020087.g005.txt,0,0,0,0,0,,
PMC3103888__nihms292347f1.txt,5,3,1,2,2,J|R,TLR-4|TNFA
PMC3104248__emm-43-231-g001.txt,0,0,0,0,0,,
PMC3104248__emm-43-231-g002.txt,0,0,0,0,0,,
PMC3104484__1749-8104-6-23-5.txt,6,3,0,3,3,J|E|R,IN|B|NURR1
PMC3104724__nihms294484f2.txt,1,1,1,0,0,,
PMC3105031__pone.0020362.g006.txt,0,0,0,0,0,,
PMC3105099__pone.0020586.g007.txt,2,1,1,1,0,J,
PMC3105527__nihms295049f1.txt,12,9,3,3,6,II|R|J,B|X|Y|PDE|Z|OT
PMC3107442__fphys-02-00024-g005.txt,0,0,0,0,0,,
PMC3107509__nihms298362f1.txt,2,2,2,0,0,,
PMC3107990__nihms291095f3.txt,0,0,0,0,0,,
PMC3108474__fphar-02-00111-g002.txt,0,0,0,0,0,,
PMC3109034__z7g9991114760006.txt,0,0,0,0,0,,
PMC3109514__IJAD2011-189728.004.txt,2,1,0,1,1,R,L
PMC3109859__Fig5_REVRettie.txt,5,3,0,2,3,16|R,CO|H|HO
PMC3109866__nihms296160f1.txt,0,0,0,0,0,,
PMC3109866__nihms296160f3.txt,1,1,0,0,1,,TOR
PMC3109867__nihms296159f1.txt,7,6,4,1,2,E,Y|L
PMC3110895__zh70061135890004.txt,0,0,0,0,0,,
PMC3111669__11064_2011_422_Fig2_HTML.txt,3,3,1,0,2,,IN|SMAD1
PMC3112285__nihms293426f2.txt,0,0,0,0,0,,
PMC3112527__JTR2011-815826.003.txt,2,2,0,0,2,,VL|FR
PMC3114428__nihms181259f1.txt,1,1,0,0,1,,NU
PMC3115623__nihms299705f5.txt,0,0,0,0,0,,
PMC3116122__11060_2010_442_Fig1_HTML.txt,0,0,0,0,0,,
PMC3116140__fnins-05-00078-g002.txt,0,0,0,0,0,,
PMC3116336__zsd0011127910001.txt,0,0,0,0,0,,
PMC3116598__sgtp0102_0124_fig001.txt,0,0,0,0,0,,
PMC3117038__cc1009_1343_fig001.txt,0,0,0,0,0,,
PMC3117317__JAIM-1-257-g003.txt,10,7,2,3,5,U|J|II,B|LT|ET|AA|L
PMC3117351__btr203f7.txt,0,0,0,0,0,,
PMC3117391__btr202f3.txt,0,0,0,0,0,,
PMC3117959__nihms292988f1.txt,2,0,0,2,0,E2|R,
PMC3118552__nihms293665f7.txt,2,2,0,0,2,,P|S
PMC3118704__fig-3.txt,0,0,0,0,0,,
PMC3118802__pone.0020887.g003.txt,0,0,0,0,0,,
PMC3118822__12192_2011_255_Fig5_HTML.txt,0,0,0,0,0,,
PMC3119514__nihms291316f1.txt,2,2,0,0,2,,S|NUC
PMC3119514__nihms291316f4.txt,0,0,0,0,0,,
PMC3119709__nihms-303668-f0001.txt,0,0,0,0,0,,
PMC3120887__pone.0021495.g005.txt,0,0,0,0,0,,
PMC3121168__nihms-302889-f0003.txt,2,1,0,1,1,E,KIF7
PMC3121168__nihms-302889-f0004.txt,6,4,1,2,3,J|LAS,L|IF|ET
PMC3121451__zbc0291165730007.txt,3,1,0,2,1,E|CELL,L
PMC3121899__nihms273642f3.txt,1,1,0,0,1,,SE
PMC3122035__psb0601_0164_fig002.txt,0,0,0,0,0,,
PMC3122216__zbc0291166720008.txt,1,1,0,0,1,,MKP-1
PMC3122626__zmr9990922690004.txt,0,0,0,0,0,,
PMC3122626__zmr9990922690008.txt,0,0,0,0,0,,
PMC3122959__nihms283807f1.txt,11,11,3,0,8,,B|HIP|GAS1|ON|PTC|H1|HLP|BCL-2
PMC3124252__nihms302160f6.txt,2,1,1,1,0,E,
PMC3124406__nihms-303040-f0001.txt,0,0,0,0,0,,
PMC3124513__pone.0021474.g006.txt,0,0,0,0,0,,
PMC3124798__97320630006176F1.txt,3,0,0,3,0,J|U|R,
PMC3125286__1471-2172-12-28-1.txt,2,1,1,1,0,CELL,
PMC3125314__1752-0509-5-74-3.txt,3,2,0,1,2,R,B|L
PMC3125348__1471-2229-11-88-2.txt,0,0,0,0,0,,
PMC3125348__1471-2229-11-88-6.txt,0,0,0,0,0,,
PMC3126020__10.1177_1758834010366430-fig2.txt,0,0,0,0,0,,
PMC3126131__zjv9990944190010.txt,0,0,0,0,0,,
PMC3126319__zjv9990946520007.txt,3,3,1,0,2,,OF|IFN
PMC312639__10f9_L1TT.txt,16,11,5,5,6,MLK3|JNK|ERK6|COT|ERK5,MKK4|MKK3|MEKK3|MEK5|MEK|LAR
PMC3126665__nihms-299238-f0003.txt,1,1,0,0,1,,OF
PMC3126716__1752-0509-5-82-3.txt,0,0,0,0,0,,
PMC3127159__cc1010_1582_fig002.txt,0,0,0,0,0,,
PMC3127908__pnas.1104242108fig06.txt,0,0,0,0,0,,
PMC3128061__pone.0021574.g010.txt,10,6,3,4,3,LH|CA2|E|ERK1,L|CX43|GAP
PMC3128083__pone.0021761.g009.txt,1,1,1,0,0,,
PMC3128635__10.1177_1947601911408079-fig1.txt,5,4,1,1,3,CELL,GPCR|ON|L
PMC3128772__fig-6.txt,0,0,0,0,0,,
PMC3128904__kjh-46-69-g001.txt,0,0,0,0,0,,
PMC3129154__zbc0331169550009.txt,0,0,0,0,0,,
PMC3129395__nihms286618f4.txt,1,1,0,0,1,,OF
PMC3129933__zh30061159460011.txt,3,2,0,1,2,R,IP|L
PMC3130517__ECAM2011-939205.007.txt,0,0,0,0,0,,
PMC3130749__pone.0021504.g001.txt,1,1,1,0,0,,
PMC3131061__zcm9990923540001.txt,0,0,0,0,0,,
PMC3131414__nihms299388f9.txt,3,2,1,1,1,CELL,OF
PMC3131451__nihms251700f1.txt,0,0,0,0,0,,
PMC3131876__cdd201072f7.txt,0,0,0,0,0,,
PMC3132010__ar3255-2.txt,0,0,0,0,0,,
PMC3132106__nihms-304985-f0001.txt,13,6,3,7,3,R|CA|PCP|JNK|CEL|CELL|U11,L|OF|H
PMC3132733__pone.0021835.g001.txt,0,0,0,0,0,,
PMC3133405__zmb9991091330009.txt,0,0,0,0,0,,
PMC3134581__nihms283238f7.txt,1,1,0,0,1,,PI
PMC3134994__NRI2011-124256.001.txt,0,0,0,0,0,,
PMC3135232__JST2011-603290.001.txt,1,1,1,0,0,,
PMC3135929__PP_175257_gs_f9.txt,3,2,1,1,1,PHT1,PI
PMC3136090__JTE2011-534603.005.txt,0,0,0,0,0,,
PMC3136221__JNUME2011-708183.001.txt,1,1,0,0,1,,B
PMC3136489__pone.0021902.g007.txt,0,0,0,0,0,,
PMC3136489__pone.0021902.g010.txt,0,0,0,0,0,,
PMC3136902__self0201_0035_fig001.txt,0,0,0,0,0,,
PMC3136910__sgtp0202_0089_fig002.txt,0,0,0,0,0,,
PMC3136913__sgtp0202_0104_fig002.txt,1,0,0,1,0,R,
PMC3136937__pone.0021977.g004.txt,0,0,0,0,0,,
PMC3136946__sgtp0203_0158_fig002.txt,0,0,0,0,0,,
PMC3137012__1450fig8.txt,0,0,0,0,0,,
PMC3137146__PROCATS7122f1.txt,1,1,0,0,1,,S
PMC3137639__nihms306822f2.txt,9,5,1,4,4,RSK|R|J|ATL,B|PI3K|TOR|S
PMC3137639__nihms306822f5.txt,2,1,0,1,1,E,MEK
PMC3137710__nihms290606f2.txt,13,11,4,2,7,TNKS1|J,L|CK1|X|ON|B|H|HN
PMC3137750__ECAM2011-870753.004.txt,3,1,0,2,1,TUBE|FOR,B
PMC3137877__ECAM2011-984154.009.txt,2,2,2,0,0,,
PMC3138532__nihms251481f1.txt,3,1,0,2,1,E|CELL,H
PMC3139433__nihms297490f4.txt,0,0,0,0,0,,
PMC3140648__fnana-05-00043-g001.txt,0,0,0,0,0,,
PMC3140648__fnana-05-00043-g003.txt,0,0,0,0,0,,
PMC3140861__fig-1.txt,0,0,0,0,0,,
PMC3141289__nihms307485f1.txt,0,0,0,0,0,,
PMC3141626__1477-5956-9-35-5.txt,0,0,0,0,0,,
PMC3141988__pnas.1103345108fig06.txt,0,0,0,0,0,,
PMC3142412__psb0603_0339_fig001.txt,0,0,0,0,0,,
PMC3142679__nihms304451f1.txt,0,0,0,0,0,,
PMC3143377__nihms-295616-f0003.txt,3,1,1,2,0,R|J,
PMC3143653__zbc0351172370006.txt,0,0,0,0,0,,
PMC3143906__2044-5040-1-4-3.txt,0,0,0,0,0,,
PMC3144625__JCDR-2-91-g001.txt,1,1,1,0,0,,
PMC3145778__pone.0022896.g009.txt,0,0,0,0,0,,
PMC3146004__lar-27-161-g004.txt,0,0,0,0,0,,
PMC3146023__nihms295935f3.txt,5,4,2,1,2,ERK1,B|PI3K
PMC3146975__nihms285225f1.txt,0,0,0,0,0,,
PMC3147278__nihms-308901-f0003.txt,2,1,1,1,0,IL8,
PMC3148240__pone.0022933.g001.txt,0,0,0,0,0,,
PMC3148410__nihms-301477-f0001.txt,1,0,0,1,0,J,
PMC3148591__EDR2012-198048.002.txt,8,4,1,4,3,LED|DM|J|CELL,L|DL|S
PMC3148700__asn0081147830009.txt,0,0,0,0,0,,
PMC3149098__zjw0071139090006.txt,0,0,0,0,0,,
PMC3149764__nihms295516f3.txt,10,6,3,4,3,CELL|IL-6|IL-4|GP,L|GH|CT-1
PMC3151103__zbc0381174950009.txt,0,0,0,0,0,,
PMC3151497__CFG2011-245137.003.txt,0,0,0,0,0,,
PMC3152260__nihms306819f10.txt,9,7,3,2,4,R|CELL,L|PP2|PI|PKC
PMC3152494__zh89991175410007.txt,2,1,0,1,1,J,L
PMC3152991__ECAM2011-624375.006.txt,0,0,0,0,0,,
PMC3153373__jbmr0025-1167-f8.txt,0,0,0,0,0,,
PMC3153445__nihms-307602-f0001.txt,0,0,0,0,0,,
PMC3153641__JCB_201011077_RGB_Fig10.txt,0,0,0,0,0,,
PMC3154417__cc1012_1940_fig002.txt,0,0,0,0,0,,
PMC3154848__ppat.1002177.g010.txt,3,2,0,1,2,CELL,ER|S
PMC3154890__2957fig8.txt,0,0,0,0,0,,
PMC3154935__pone.0023111.g004.txt,0,0,0,0,0,,
PMC3156703__pone.0022619.g001.txt,0,0,0,0,0,,
PMC3156782__mv-v17-2102-f2.txt,0,0,0,0,0,,
PMC3157546__nihms305602f7.txt,17,13,8,4,5,CELL|IL8|JNK|J,TAK1|PTHRP|COX2|B|RANKL
PMC3158608__nihms314773f7.txt,18,11,2,7,9,CA|CELL|U|J|CA2|CA1|CAL,PTX|L|PL|MAL|U2|IF|X|DAG|STO
PMC3158866__WJBC-2-167-g001.txt,0,0,0,0,0,,
PMC3160087__DEV065656F7.txt,1,1,0,0,1,,B
PMC3160317__pone.0023856.g006.txt,0,0,0,0,0,,
PMC3160786__gmr06601.txt,0,0,0,0,0,,
PMC3162305__tlo0405_0301_fig004.txt,0,0,0,0,0,,
PMC3162414__zbc0401176450008.txt,0,0,0,0,0,,
PMC3163143__JO2012-782020.002.txt,0,0,0,0,0,,
PMC3163143__JO2012-782020.003.txt,0,0,0,0,0,,
PMC3163147__ECAM2012-792820.006.txt,0,0,0,0,0,,
PMC3163574__pone.0023523.g002.txt,2,2,0,0,2,,Y|P
PMC3163686__pone.0023989.g002.txt,0,0,0,0,0,,
PMC3163686__pone.0023989.g003.txt,0,0,0,0,0,,
PMC3163944__JCI43428.f7.txt,0,0,0,0,0,,
PMC3164150__ijbsv07p1003g02.txt,0,0,0,0,0,,
PMC3164466__3206fig6.txt,0,0,0,0,0,,
PMC3164671__pone.0023691.g005.txt,0,0,0,0,0,,
PMC3165056__nihms132499f3.txt,5,4,2,1,2,RIG-I,OF|S
PMC3165056__nihms132499f4.txt,6,1,0,5,1,J|CA|R|NS1|NSPL,CO
PMC3165102__nihms298879f1.txt,5,4,2,1,2,U,P|EMT
PMC316535__gad.8f6.txt,6,6,3,0,3,,B|MEK|OF
PMC3166863__JCB_201009069_RGB_Fig5.txt,0,0,0,0,0,,
PMC316720__gad.6f6.txt,14,10,6,4,4,CELL|LI|K10|SPIR,P|CF2|H|MEK
PMC316759__gad.10f5.txt,5,4,0,1,4,FOR,PI|P2|P3|PDK2
PMC3167819__pone.0024225.g001.txt,0,0,0,0,0,,
PMC316827__gad.9f9.txt,5,2,1,3,1,HR|JNK|T3,AP-1
PMC3169155__pnas.1107411108fig05.txt,0,0,0,0,0,,
PMC316921__gad.2f6.txt,6,4,2,2,2,R|E,ARM|P2
PMC316922__gad.3f7.txt,9,5,3,4,2,LIGHT|II|PEF1|COP,B|RED1
PMC3169508__1752-0509-5-127-2.txt,0,0,0,0,0,,
PMC3169577__pone.0024152.g001.txt,0,0,0,0,0,,
PMC3169907__nihms77081f7.txt,2,2,0,0,2,,OF|PKD
PMC317062__gad.1f2.txt,3,3,1,0,2,,B|MEK
PMC3171509__nihms123300f1.txt,0,0,0,0,0,,
PMC3171751__nihms304572f3.txt,1,0,0,1,0,LH,
PMC3172156__nihms166282f2.txt,0,0,0,0,0,,
PMC3172793__zh89991178110003.txt,0,0,0,0,0,,
PMC3172806__zh89991177840007.txt,0,0,0,0,0,,
PMC3173230__zbc0431178800006.txt,3,3,1,0,2,,ADIPONECTIN|CRT
PMC3173343__1742-2094-8-104-7.txt,1,1,0,0,1,,ROS
PMC3173392__pone.0024361.g004.txt,0,0,0,0,0,,
PMC3173947__nihms261526f1.txt,1,1,0,0,1,,B
PMC3174480__fly0404_0288_fig003.txt,0,0,0,0,0,,
PMC3174986__pone.0024963.g003.txt,0,0,0,0,0,,
PMC3175751__nihms323572f2.txt,5,3,0,2,3,ECM|J,PI3K|P|MIG
PMC3175799__nihms309273f8.txt,1,0,0,1,0,CA2,
PMC3176137__137fig7.txt,0,0,0,0,0,,
PMC3177269__PP_174151_gs_f4.txt,0,0,0,0,0,,
PMC3177306__DEV066209F4.txt,0,0,0,0,0,,
